"show","theater","week_date","this_week_gross","potential_gross","avg_ticket_price","top_ticket_price","seats_sold","seats_in_theater","performances","previews","capacity"
"SIX: The Musical","Lena Horne Theatre",2022-08-14,1120134,NA,144.59,249,7747,1031,8,0,93.93
"The Book of Mormon","Eugene O'Neill Theatre",2022-08-14,998423.15,NA,119.56,NA,8351,1066,8,0,97.92
"The Kite Runner","Helen Hayes Theater",2022-08-14,263929.9,NA,86.9,197,3037,581,8,0,65.34
"The Lion King","Minskoff Theatre",2022-08-14,2052136,NA,154.33,199,13297,1696,8,0,98
"The Music Man","Winter Garden Theatre",2022-08-14,2784927.16,NA,241.85,597,11515,1525,8,0,94.39
"The Phantom of the Opera","Majestic Theatre",2022-08-14,990093.17,NA,92.36,247,10720,1605,8,0,83.49
"Tina: The Tina Turner Musical","Lunt-Fontanne Theatre",2022-08-14,1334842.4,NA,113.32,249,11779,1478,8,0,99.62
"Wicked","Gershwin Theatre",2022-08-14,1562630,NA,128.17,260,12192,1807,8,0,84.34
"A Strange Loop","Lyceum Theatre",2022-08-21,632057.14,NA,97.66,373,6472,912,8,0,88.71
"Aladdin","New Amsterdam Theatre",2022-08-21,1330755.13,NA,98.61,227.5,13495,1727,8,0,97.68
"Beetlejuice","Marquis Theatre",2022-08-21,924600.5,NA,107.55,249,8597,1602,8,0,67.08
"Chicago","Ambassador Theatre",2022-08-21,540848.3,NA,85.51,197,6325,1080,8,0,73.21
"Come From Away","Gerald Schoenfeld Theatre",2022-08-21,636113.72,NA,86.73,247,7334,1046,8,0,87.64
"Dear Evan Hansen","Music Box Theatre",2022-08-21,723649.61,NA,121.03,247,5979,984,6,0,101.27
"Funny Girl","August Wilson Theatre",2022-08-21,588032.2,NA,81.42,NA,7222,1219,8,0,74.06
"Hadestown","Walter Kerr Theatre",2022-08-21,695968.75,NA,95.93,NA,7255,918,8,0,98.79
"Hamilton","Richard Rodgers Theatre",2022-08-21,2198662,NA,206.99,449,10622,1324,8,0,100.28
"Harry Potter and the Cursed Child","Lyric Theatre",2022-08-21,1426704.3,NA,122.65,276.5,11632,1622,8,0,89.64
"Into the Woods","St. James Theatre",2022-08-21,2082651.7,NA,152.14,NA,13689,1702,8,0,100.54
"MJ The Musical","Neil Simon Theatre",2022-08-21,1734074,NA,155.62,250,11143,1387,8,0,100.42
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-08-21,1165627.2,NA,114.93,NA,10142,1300,8,0,97.52
"Mr. Saturday Night","Nederlander Theatre",2022-08-21,738143,NA,115.1,299,6413,1188,7,0,77.12
"SIX: The Musical","Lena Horne Theatre",2022-08-21,1081608,NA,141.39,249,7650,1031,8,0,92.75
"The Book of Mormon","Eugene O'Neill Theatre",2022-08-21,969001.1,NA,117.01,NA,8281,1066,8,0,97.1
"The Kite Runner","Helen Hayes Theater",2022-08-21,276804.3,NA,83.27,197,3324,581,8,0,71.51
"The Lion King","Minskoff Theatre",2022-08-21,1980606,NA,146.45,199,13524,1696,8,0,99.68
"The Phantom of the Opera","Majestic Theatre",2022-08-21,916431.3,NA,91.72,247,9992,1605,8,0,77.82
"Wicked","Gershwin Theatre",2022-08-21,1590189,NA,125.27,250,12694,1807,8,0,87.81
"A Strange Loop","Lyceum Theatre",2022-08-28,578170,NA,97.25,373,5945,912,8,0,81.48
"Aladdin","New Amsterdam Theatre",2022-08-28,1111589.91,NA,96.29,199.5,11544,1727,8,0,83.56
"Beetlejuice","Marquis Theatre",2022-08-28,762166,NA,98.84,249,7711,1602,8,0,60.17
"Chicago","Ambassador Theatre",2022-08-28,490696.45,NA,85.16,197,5762,1080,8,0,66.69
"Come From Away","Gerald Schoenfeld Theatre",2022-08-28,600414.92,NA,87.74,247,6843,1046,8,0,81.78
"Dear Evan Hansen","Music Box Theatre",2022-08-28,1040947.94,NA,131.23,297,7932,984,8,0,100.76
"Funny Girl","August Wilson Theatre",2022-08-28,573146.7,NA,83.19,NA,6890,1219,8,0,70.65
"Hadestown","Walter Kerr Theatre",2022-08-28,680892,NA,96.95,NA,7023,918,8,0,95.63
"Hamilton","Richard Rodgers Theatre",2022-08-28,2072969,NA,207.67,449,9982,1324,8,0,94.24
"Harry Potter and the Cursed Child","Lyric Theatre",2022-08-28,1291528.1,NA,118.53,276.5,10896,1622,8,0,83.97
"Into the Woods","St. James Theatre",2022-08-28,1616557.35,NA,126.64,NA,12765,1702,8,0,93.75
"MJ The Musical","Neil Simon Theatre",2022-08-28,1731912.6,NA,155.86,250,11112,1387,8,0,100.14
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-08-28,1149889.1,NA,114.41,NA,10051,1300,8,0,96.64
"Mr. Saturday Night","Nederlander Theatre",2022-08-28,862889.2,NA,116.21,299,7425,1188,7,0,89.29
"SIX: The Musical","Lena Horne Theatre",2022-08-28,1038255,NA,139.06,249,7466,1031,8,0,90.52
"The Book of Mormon","Eugene O'Neill Theatre",2022-08-28,906104.4,NA,113.38,NA,7992,1066,8,0,93.71
"The Kite Runner","Helen Hayes Theater",2022-08-28,287649.25,NA,91.58,197,3141,581,8,0,67.58
"The Lion King","Minskoff Theatre",2022-08-28,1795793,NA,135.78,199,13226,1696,8,0,97.48
"The Music Man","Winter Garden Theatre",2022-08-28,2716506.8,NA,238.08,597,11410,1525,8,0,93.52
"The Phantom of the Opera","Majestic Theatre",2022-08-28,851565.95,NA,91.85,247,9271,1605,8,0,72.2
"Wicked","Gershwin Theatre",2022-08-28,1353948,NA,115.82,250,11690,1807,8,0,80.87
"A Strange Loop","Lyceum Theatre",2022-09-04,573890.78,NA,101.16,373,5673,912,7,0,88.86
"Aladdin","New Amsterdam Theatre",2022-09-04,1182424.17,NA,92.72,199.5,12752,1727,8,0,92.3
"Beetlejuice","Marquis Theatre",2022-09-04,930550,NA,102.82,249,9050,1602,8,0,70.61
"Chicago","Ambassador Theatre",2022-09-04,560097.7,NA,86.06,197,6508,1080,8,0,75.32
"Come From Away","Gerald Schoenfeld Theatre",2022-09-04,674986.47,NA,91.62,247,7367,1046,8,0,88.04
"Dear Evan Hansen","Music Box Theatre",2022-09-04,1068823,NA,134.39,297,7953,984,8,0,101.03
"Funny Girl","August Wilson Theatre",2022-09-04,659874.3,NA,85.65,NA,7704,1219,8,0,79
"Hadestown","Walter Kerr Theatre",2022-09-04,702190.25,NA,100.95,NA,6956,918,8,0,94.72
"Hamilton","Richard Rodgers Theatre",2022-09-04,2106039,NA,211.9,449,9939,1324,8,0,93.83
"Harry Potter and the Cursed Child","Lyric Theatre",2022-09-04,1432270.7,NA,126.99,276.5,11279,1622,8,0,86.92
"Into the Woods","St. James Theatre",2022-09-04,1867861.55,NA,138.79,NA,13458,1702,8,0,98.84
"MJ The Musical","Neil Simon Theatre",2022-09-04,1762559,NA,158.26,250,11137,1387,8,0,100.37
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-09-04,1219994.65,NA,120.1,NA,10158,1300,8,0,97.67
"Mr. Saturday Night","Nederlander Theatre",2022-09-04,1014614.3,NA,124.52,299,8148,1188,7,0,97.98
"SIX: The Musical","Lena Horne Theatre",2022-09-04,1167815,NA,153.38,249,7614,1031,8,0,92.31
"The Book of Mormon","Eugene O'Neill Theatre",2022-09-04,1038905.4,NA,125.32,NA,8290,1066,8,0,97.21
"The Kite Runner","Helen Hayes Theater",2022-09-04,294962.6,NA,86.73,197,3401,581,8,0,73.17
"The Lion King","Minskoff Theatre",2022-09-04,1757862,NA,135.44,199,12979,1696,8,0,95.66
"The Music Man","Winter Garden Theatre",2022-09-04,2863653,NA,246.99,597,11594,1525,8,0,95.03
"The Phantom of the Opera","Majestic Theatre",2022-09-04,915981.02,NA,92.64,247,9887,1605,8,0,77
"Wicked","Gershwin Theatre",2022-09-04,1534385,NA,121.53,250,12626,1807,8,0,87.34
"A Strange Loop","Lyceum Theatre",2022-09-11,605093,NA,94.13,373,6428,912,8,0,88.1
"Aladdin","New Amsterdam Theatre",2022-09-11,1109823.17,NA,85.3,179.5,13011,1727,8,0,94.17
"Beetlejuice","Marquis Theatre",2022-09-11,875625.5,NA,88.08,249,9941,1602,8,0,77.57
"Chicago","Ambassador Theatre",2022-09-11,637201.6,NA,83.69,197,7614,1080,8,0,88.13
"Come From Away","Gerald Schoenfeld Theatre",2022-09-11,781173.3,NA,94.7,247,8249,1046,8,0,98.58
"Dear Evan Hansen","Music Box Theatre",2022-09-11,1050167.14,NA,133.27,297,7880,984,8,0,100.1
"Funny Girl","August Wilson Theatre",2022-09-11,1639212.25,NA,175.45,NA,9343,1219,8,0,95.81
"Hadestown","Walter Kerr Theatre",2022-09-11,729100.25,NA,100.63,NA,7245,918,8,0,98.65
"Hamilton","Richard Rodgers Theatre",2022-09-11,1884105,NA,197.58,449,9536,1324,8,0,90.03
"Harry Potter and the Cursed Child","Lyric Theatre",2022-09-11,1163166.6,NA,104.93,276.5,11085,1622,8,0,85.43
"Into the Woods","St. James Theatre",2022-09-11,1044801.2,NA,112.9,NA,9254,1702,8,0,67.96
"MJ The Musical","Neil Simon Theatre",2022-09-11,1698290,NA,152.5,250,11136,1387,8,0,100.36
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-09-11,1277956.25,NA,123.63,NA,10337,1300,8,0,99.39
"SIX: The Musical","Lena Horne Theatre",2022-09-11,1013108,NA,133.83,249,7570,1031,8,0,91.78
"The Book of Mormon","Eugene O'Neill Theatre",2022-09-11,980560.85,NA,117,NA,8381,1066,8,0,98.28
"The Kite Runner","Helen Hayes Theater",2022-09-11,340778.8,NA,100.23,197,3400,581,8,0,73.15
"The Lion King","Minskoff Theatre",2022-09-11,1580294,NA,123.38,199,12808,1696,8,0,94.4
"The Phantom of the Opera","Majestic Theatre",2022-09-11,867997.2,NA,83.14,247,10440,1605,8,0,81.31
"Wicked","Gershwin Theatre",2022-09-11,1360100,NA,103.67,250,13119,1807,8,0,90.75
"A Strange Loop","Lyceum Theatre",2022-09-18,646423.14,NA,95.54,273,6766,912,8,0,92.74
"Aladdin","New Amsterdam Theatre",2022-09-18,1112983.37,NA,86.46,179.5,12873,1727,8,0,93.17
"Beetlejuice","Marquis Theatre",2022-09-18,930797.5,NA,87.84,249,10597,1602,8,0,82.69
"Chicago","Ambassador Theatre",2022-09-18,616187.9,NA,81.37,197,7573,1080,8,0,87.65
"Come From Away","Gerald Schoenfeld Theatre",2022-09-18,860015.5,NA,102.25,247,8411,1046,8,0,100.51
"Dear Evan Hansen","Music Box Theatre",2022-09-18,1251593.39,NA,158.11,397,7916,984,8,0,100.56
"Funny Girl","August Wilson Theatre",2022-09-18,1136518.2,NA,138.18,NA,8225,1219,8,0,84.34
"Hadestown","Walter Kerr Theatre",2022-09-18,756143.25,NA,103.24,NA,7324,918,8,0,99.73
"Hamilton","Richard Rodgers Theatre",2022-09-18,1908151,NA,199.97,449,9542,1324,8,0,90.09
"Harry Potter and the Cursed Child","Lyric Theatre",2022-09-18,1181931.5,NA,103.02,276.5,11473,1622,8,0,88.42
"Into the Woods","St. James Theatre",2022-09-18,1100006.2,NA,114.52,NA,9605,1702,8,0,70.54
"MJ The Musical","Neil Simon Theatre",2022-09-18,1724444,NA,154.84,250,11137,1387,8,0,100.37
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-09-18,1305438.3,NA,126.06,NA,10356,1300,8,0,99.58
"SIX: The Musical","Lena Horne Theatre",2022-09-18,1104036,NA,140.02,249,7885,1031,8,0,95.6
"The Book of Mormon","Eugene O'Neill Theatre",2022-09-18,1007996.5,NA,119.96,NA,8403,1066,8,0,98.53
"The Kite Runner","Helen Hayes Theater",2022-09-18,386916.1,NA,107,197,3616,581,8,0,77.8
"The Lion King","Minskoff Theatre",2022-09-18,1639087,NA,126.65,199,12942,1696,8,0,95.39
"The Music Man","Winter Garden Theatre",2022-09-18,2954063,NA,248.91,597,11868,1525,8,0,97.28
"The Phantom of the Opera","Majestic Theatre",2022-09-18,964172.35,NA,84.1,247,11465,1605,8,0,89.29
"Wicked","Gershwin Theatre",2022-09-18,1414987.5,NA,106,250,13349,1807,8,0,92.34
"A Strange Loop","Lyceum Theatre",2022-09-25,644710.37,NA,94.48,273,6824,912,8,0,93.53
"Aladdin","New Amsterdam Theatre",2022-09-25,1156722.07,NA,88.89,199.5,13013,1727,8,0,94.19
"Beetlejuice","Marquis Theatre",2022-09-25,1063969.5,NA,90.95,249,11698,1602,8,0,91.28
"Chicago","Ambassador Theatre",2022-09-25,635113.2,NA,80.88,197,7853,1080,8,0,90.89
"Come From Away","Gerald Schoenfeld Theatre",2022-09-25,943561.2,NA,112.08,247,8419,1046,8,0,100.61
"Funny Girl","August Wilson Theatre",2022-09-25,1640370.25,NA,171.25,NA,9579,1219,8,0,98.23
"Hadestown","Walter Kerr Theatre",2022-09-25,764005,NA,104.69,NA,7298,918,8,0,99.37
"Hamilton","Richard Rodgers Theatre",2022-09-25,1915328,NA,200.75,449,9541,1324,8,0,90.08
"Harry Potter and the Cursed Child","Lyric Theatre",2022-09-25,1260296.25,NA,105.53,276.5,11943,1622,8,0,92.04
"Into the Woods","St. James Theatre",2022-09-25,1143349.1,NA,112.37,NA,10175,1702,8,0,74.73
"MJ The Musical","Neil Simon Theatre",2022-09-25,1732795.5,NA,155.58,250,11138,1387,8,0,100.38
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-09-25,1281897.6,NA,124.06,NA,10333,1300,8,0,99.36
"SIX: The Musical","Lena Horne Theatre",2022-09-25,1148743.5,NA,142.05,249,8087,1031,8,0,98.05
"The Book of Mormon","Eugene O'Neill Theatre",2022-09-25,1028038.7,NA,121.62,NA,8453,1066,8,0,99.12
"The Kite Runner","Helen Hayes Theater",2022-09-25,356190.25,NA,102.53,197,3474,581,8,0,74.74
"The Lion King","Minskoff Theatre",2022-09-25,1703438,NA,131.31,199,12973,1696,8,0,95.61
"The Music Man","Winter Garden Theatre",2022-09-25,2804084.5,NA,238.08,597,11778,1525,8,0,96.54
"The Phantom of the Opera","Majestic Theatre",2022-09-25,1205363.6,NA,93.29,247,12920,1605,8,0,100.62
"Wicked","Gershwin Theatre",2022-09-25,1496980.5,NA,106.3,250,14083,1807,8,0,97.42
"A Strange Loop","Lyceum Theatre",2022-10-02,579354,NA,99.89,273,5800,912,8,0,79.5
"Aladdin","New Amsterdam Theatre",2022-10-02,1057897.73,NA,80.63,199.5,13121,1727,8,0,94.97
"Beetlejuice","Marquis Theatre",2022-10-02,797880,NA,102.83,249,7759,1602,8,0,60.54
"Chicago","Ambassador Theatre",2022-10-02,539037.25,NA,84.5,197,6379,1080,8,0,73.83
"Come From Away","Gerald Schoenfeld Theatre",2022-10-02,1046553.7,NA,122.78,297,8524,1046,8,0,101.86
"Funny Girl","August Wilson Theatre",2022-10-02,1638928.7,NA,169.08,NA,9693,1219,8,0,99.39
"Hadestown","Walter Kerr Theatre",2022-10-02,659214,NA,91.43,NA,7210,918,8,0,98.18
"Hamilton","Richard Rodgers Theatre",2022-10-02,1912861,NA,201.06,449,9514,1324,8,0,89.82
"Harry Potter and the Cursed Child","Lyric Theatre",2022-10-02,1080492.95,NA,102.87,276.5,10503,1579,8,0,83.15
"Into the Woods","St. James Theatre",2022-10-02,1006001,NA,121.07,NA,8309,1376,8,0,75.48
"Leopoldstadt","Longacre Theatre",2022-10-02,758987.51,NA,99.23,347,7649,1075,1,7,88.94
"MJ The Musical","Neil Simon Theatre",2022-10-02,1728285,NA,155.69,250,11101,1387,8,0,100.05
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-10-02,1214235.2,NA,119.76,NA,10139,1300,8,0,97.49
"SIX: The Musical","Lena Horne Theatre",2022-10-02,1044106,NA,137.62,249,7587,1031,8,0,91.99
"The Book of Mormon","Eugene O'Neill Theatre",2022-10-02,988990.2,NA,118.94,NA,8315,1066,8,0,97.5
"The Kite Runner","Helen Hayes Theater",2022-10-02,327001.15,NA,105.08,197,3112,581,8,0,66.95
"The Lion King","Minskoff Theatre",2022-10-02,1573992,NA,118.96,199,13231,1696,8,0,97.52
"The Music Man","Winter Garden Theatre",2022-10-02,2734857.5,NA,235.72,597,11602,1525,8,0,95.1
"The Phantom of the Opera","Majestic Theatre",2022-10-02,1331023.98,NA,105.56,247,12609,1605,8,0,98.2
"Wicked","Gershwin Theatre",2022-10-02,1328656,NA,109.59,250,12124,1807,8,0,83.87
"1776","American Airlines Theatre",2022-10-09,344466,NA,66.99,248,5142,723,5,3,88.9
"A Strange Loop","Lyceum Theatre",2022-10-09,641725.5,NA,99.38,273,6457,912,8,0,88.5
"Aladdin","New Amsterdam Theatre",2022-10-09,1307595.17,NA,96.86,199.5,13500,1727,8,0,97.71
"Beetlejuice","Marquis Theatre",2022-10-09,1283973.7,NA,121.6,249,10559,1602,8,0,82.39
"Chicago","Ambassador Theatre",2022-10-09,657391.05,NA,89.17,207,7372,1080,8,0,85.32
"Cost of Living","Samuel J. Friedman Theatre",2022-10-09,168683,NA,41.95,279,4021,625,8,0,80.42
"Death of a Salesman","Hudson Theatre",2022-10-09,401451.25,NA,57.12,299,7028,975,1,7,90.1
"Funny Girl","August Wilson Theatre",2022-10-09,1682727.45,NA,172.87,NA,9734,1219,8,0,99.82
"Hadestown","Walter Kerr Theatre",2022-10-09,848930.75,NA,118.25,NA,7179,918,8,0,97.75
"Hamilton","Richard Rodgers Theatre",2022-10-09,2158774,NA,210.88,449,10237,1324,8,0,96.65
"Harry Potter and the Cursed Child","Lyric Theatre",2022-10-09,1469837.4,NA,121.07,276.5,12140,1622,8,0,93.56
"Into the Woods","St. James Theatre",2022-10-09,1230128,NA,120.45,NA,10213,1621,8,0,78.78
"Leopoldstadt","Longacre Theatre",2022-10-09,904432.75,NA,130.04,347,6955,1075,8,0,80.87
"MJ The Musical","Neil Simon Theatre",2022-10-09,1765676,NA,158.71,250,11125,1387,8,0,100.26
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-10-09,1330505.55,NA,128.12,NA,10385,1300,8,0,99.86
"SIX: The Musical","Lena Horne Theatre",2022-10-09,1213401,NA,153.4,249,7910,1031,8,0,95.9
"The Book of Mormon","Eugene O'Neill Theatre",2022-10-09,1114345.55,NA,132.72,NA,8396,1066,8,0,98.45
"The Kite Runner","Helen Hayes Theater",2022-10-09,334750.25,NA,102.15,247,3277,581,8,0,70.5
"The Lion King","Minskoff Theatre",2022-10-09,2066059,NA,153.37,199,13471,1696,8,0,99.29
"The Music Man","Winter Garden Theatre",2022-10-09,3099707.8,NA,255.48,622,12133,1525,8,0,99.45
"The Phantom of the Opera","Majestic Theatre",2022-10-09,1541855.7,NA,118.99,277,12958,1605,8,0,100.92
"Wicked","Gershwin Theatre",2022-10-09,1839357,NA,128.84,250,14276,1807,8,0,98.75
"1776","American Airlines Theatre",2022-10-16,339883.3,NA,76.6,248,4437,723,8,0,76.71
"A Strange Loop","Lyceum Theatre",2022-10-16,656749.88,NA,106.17,273,6186,912,8,0,84.79
"Aladdin","New Amsterdam Theatre",2022-10-16,1260112.96,NA,93.18,199.5,13524,1727,8,0,97.89
"Beetlejuice","Marquis Theatre",2022-10-16,1092675,NA,109.3,249,9997,1602,8,0,78
"Chicago","Ambassador Theatre",2022-10-16,620940.7,NA,86.8,197,7154,1080,8,0,82.8
"Cost of Living","Samuel J. Friedman Theatre",2022-10-16,224121,NA,72.72,279,3082,625,8,0,61.64
"Death of a Salesman","Hudson Theatre",2022-10-16,512979,NA,83.29,299,6159,975,8,0,78.96
"Funny Girl","August Wilson Theatre",2022-10-16,1696355.7,NA,173.33,NA,9787,1219,8,0,100.36
"Hadestown","Walter Kerr Theatre",2022-10-16,783975.75,NA,110.95,NA,7066,918,8,0,96.21
"Hamilton","Richard Rodgers Theatre",2022-10-16,2051552,NA,192.45,449,10660,1324,8,0,100.64
"Harry Potter and the Cursed Child","Lyric Theatre",2022-10-16,1243610.95,NA,111.4,276.5,11163,1579,8,0,88.37
"Into the Woods","St. James Theatre",2022-10-16,1210652.9,NA,125,NA,9685,1702,8,0,71.13
"Leopoldstadt","Longacre Theatre",2022-10-16,1095528.5,NA,153.05,347,7158,1075,8,0,83.23
"MJ The Musical","Neil Simon Theatre",2022-10-16,1777138,NA,159.48,250,11143,1387,8,0,100.42
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-10-16,1325175.25,NA,127.72,NA,10376,1300,8,0,99.77
"SIX: The Musical","Lena Horne Theatre",2022-10-16,1225787,NA,152.52,249,8037,1031,8,0,97.44
"The Book of Mormon","Eugene O'Neill Theatre",2022-10-16,1070291.2,NA,128.38,NA,8337,1066,8,0,97.76
"The Kite Runner","Helen Hayes Theater",2022-10-16,348089.7,NA,103.17,247,3374,581,8,0,72.59
"The Lion King","Minskoff Theatre",2022-10-16,1815269,NA,134.3,199,13517,1696,8,0,99.62
"The Music Man","Winter Garden Theatre",2022-10-16,2925463.08,NA,240.64,597,12157,1525,8,0,99.65
"The Phantom of the Opera","Majestic Theatre",2022-10-16,1603263.01,NA,123.79,297,12951,1605,8,0,100.86
"The Piano Lesson","Ethel Barrymore Theatre",2022-10-16,697281.5,NA,93.49,297,7458,1043,4,4,89.38
"Wicked","Gershwin Theatre",2022-10-16,1726236,NA,119.02,250,14504,1867,8,0,97.13
"1776","American Airlines Theatre",2022-10-23,355582.5,NA,79.35,248,4481,723,8,0,77.47
"A Strange Loop","Lyceum Theatre",2022-10-23,640029,NA,102.8,273,6226,912,8,0,85.33
"Aladdin","New Amsterdam Theatre",2022-10-23,1212944.66,NA,92.41,199.5,13125,1727,8,0,95
"Beetlejuice","Marquis Theatre",2022-10-23,1165763,NA,110.12,249,10586,1602,8,0,82.6
"Chicago","Ambassador Theatre",2022-10-23,598401.89,NA,86.37,197,6928,1080,8,0,80.19
"Cost of Living","Samuel J. Friedman Theatre",2022-10-23,261508,NA,75.69,279,3455,625,8,0,69.1
"Death of a Salesman","Hudson Theatre",2022-10-23,557416,NA,100.25,299,5560,975,8,0,71.28
"Funny Girl","August Wilson Theatre",2022-10-23,1723799.62,NA,176.46,NA,9769,1219,8,0,100.17
"Hadestown","Walter Kerr Theatre",2022-10-23,779679.75,NA,109.12,NA,7145,918,8,0,97.29
"Hamilton","Richard Rodgers Theatre",2022-10-23,2041455,NA,194.57,449,10492,1324,8,0,99.06
"Harry Potter and the Cursed Child","Lyric Theatre",2022-10-23,1201994.8,NA,110.06,276.5,10921,1579,8,0,86.46
"Into the Woods","St. James Theatre",2022-10-23,775359.09,NA,94.65,NA,8192,1376,8,0,74.42
"Leopoldstadt","Longacre Theatre",2022-10-23,1158050.7,NA,149.74,347,7734,1075,8,0,89.93
"MJ The Musical","Neil Simon Theatre",2022-10-23,1746669,NA,156.81,250,11139,1387,8,0,100.39
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-10-23,1269929.95,NA,122.6,NA,10358,1300,8,0,99.6
"SIX: The Musical","Lena Horne Theatre",2022-10-23,1189892,NA,146.56,249,8119,1031,8,0,98.44
"The Book of Mormon","Eugene O'Neill Theatre",2022-10-23,1090735.95,NA,127.92,NA,8527,1066,8,0,99.99
"The Kite Runner","Helen Hayes Theater",2022-10-23,381354.65,NA,107.97,247,3532,581,8,0,75.99
"The Lion King","Minskoff Theatre",2022-10-23,1714707,NA,126.63,199,13541,1696,8,0,99.8
"The Music Man","Winter Garden Theatre",2022-10-23,3028591,NA,249.23,597,12152,1525,8,0,99.61
"The Phantom of the Opera","Majestic Theatre",2022-10-23,1622813.44,NA,124.8,297,13003,1605,8,0,101.27
"The Piano Lesson","Ethel Barrymore Theatre",2022-10-23,915116.4,NA,131.9,297,6938,1043,8,0,83.15
"Topdog/Underdog","John Golden Theatre",2022-10-23,238057.6,NA,51.59,273,4614,802,5,3,71.91
"Wicked","Gershwin Theatre",2022-10-23,1610381,NA,117.45,250,13711,1807,8,0,94.85
"1776","American Airlines Theatre",2022-10-30,270867.4,NA,64.82,248,4179,723,8,0,72.25
"A Strange Loop","Lyceum Theatre",2022-10-30,514675.69,NA,89.03,273,5781,912,8,0,79.24
"Aladdin","New Amsterdam Theatre",2022-10-30,1117841.45,NA,89.59,199.5,12477,1727,8,0,90.31
"Beetlejuice","Marquis Theatre",2022-10-30,1028980,NA,110.81,249,9286,1602,8,0,72.46
"Chicago","Ambassador Theatre",2022-10-30,494635.65,NA,83.81,197,5902,1080,8,0,68.31
"Cost of Living","Samuel J. Friedman Theatre",2022-10-30,263193,NA,69.32,279,3797,625,8,0,75.94
"Death of a Salesman","Hudson Theatre",2022-10-30,471538,NA,93.19,299,5060,975,8,0,64.87
"Funny Girl","August Wilson Theatre",2022-10-30,1635859.9,NA,170.51,NA,9594,1219,8,0,98.38
"Hadestown","Walter Kerr Theatre",2022-10-30,632931,NA,93.84,NA,6745,918,8,0,91.84
"Hamilton","Richard Rodgers Theatre",2022-10-30,1947852,NA,198.32,449,9822,1324,8,0,92.73
"Harry Potter and the Cursed Child","Lyric Theatre",2022-10-30,1104999.1,NA,103.6,276.5,10666,1579,8,0,84.44
"Into the Woods","St. James Theatre",2022-10-30,701271.31,NA,102.77,NA,6824,1376,8,0,61.99
"Leopoldstadt","Longacre Theatre",2022-10-30,1108296.1,NA,151.8,347,7301,1075,8,0,84.9
"MJ The Musical","Neil Simon Theatre",2022-10-30,1810272,NA,163.86,250,11048,1387,8,0,99.57
"Moulin Rouge! The Musical","Al Hirschfeld Theatre",2022-10-30,1167727.7,NA,117.03,NA,9978,1300,8,0,95.94
"SIX: The Musical","Lena Horne Theatre",2022-10-30,973408,NA,131.99,249,7375,1031,8,0,89.42
"Take Me Out","Gerald Schoenfeld Theatre",2022-10-30,341984.3,NA,101.3,297,3376,1061,5,0,63.64
"The Book of Mormon","Eugene O'Neill Theatre",2022-10-30,908605.9,NA,114.22,NA,7955,1066,8,0,93.28
"The Kite Runner","Helen Hayes Theater",2022-10-30,431556.05,NA,109.89,247,3927,581,8,0,84.49
"The Lion King","Minskoff Theatre",2022-10-30,1704717,NA,129.89,199,13124,1696,8,0,96.73
"The Music Man","Winter Garden Theatre",2022-10-30,2716237,NA,231.07,597,11755,1525,8,0,96.35
"The Phantom of the Opera","Majestic Theatre",2022-10-30,1602986,NA,124.2,297,12906,1605,8,0,100.51
"The Piano Lesson","Ethel Barrymore Theatre",2022-10-30,918748.3,NA,129.02,297,7121,1043,8,0,85.34
"Topdog/Underdog","John Golden Theatre",2022-10-30,277845.9,NA,63.23,219,4394,802,8,0,68.49
"Walking with Ghosts","Music Box Theatre",2022-10-30,176995.5,NA,42.03,297,4211,975,4,3,61.7
"Wicked","Gershwin Theatre",2022-10-30,1346056,NA,109.17,250,12330,1807,8,0,85.29
"1776","American Airlines Theatre",2022-11-06,265728.7,NA,64.95,248,4091,723,8,0,70.73
"A Strange Loop","Lyceum Theatre",2022-11-06,530302.23,NA,94.03,273,5640,912,8,0,77.3
"Aladdin","New Amsterdam Theatre",2022-11-06,1153257.93,NA,89.92,199.5,12826,1727,8,0,92.83
"Almost Famous","Bernard B. Jacobs Theatre",2022-11-06,641886.3,NA,96.19,297,6673,1027,5,3,81.22
"Beetlejuice","Marquis Theatre",2022-11-06,1044376,NA,109.35,249,9551,1602,8,0,74.52
"Chicago","Ambassador Theatre",2022-11-06,513979.69,NA,84.49,197,6083,1080,8,0,70.41
"Cost of Living","Samuel J. Friedman Theatre",2022-11-06,239420,NA,64.08,279,3736,625,8,0,74.72
"Death of a Salesman","Hudson Theatre",2022-11-06,485825.75,NA,95.07,299,5110,975,8,0,65.51
"Funny Girl","August Wilson Theatre",2022-11-06,1696277.25,NA,177.14,NA,9576,1219,8,0,98.2
"Hadestown","Walter Kerr Theatre",2022-11-06,698450.5,NA,101.99,NA,6848,918,8,0,93.25
